event_id,vendor,plant_id,generated_at,machine_id,line,event_time,ingestion_time,event_type,severity,vibration_mm_s,temperature_c,machine_status,sensor_health,confidence,operating_hours_today,firmware_version,gateway_id
MP-1216,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T21:00:17Z,2026-03-05T21:03:17Z,HIGH_VIBRATION,critical,9.09,78.72,running,0.88,0.83,9.73,MP-FW-3.2,GW-C1
MP-1217,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T06:13:22Z,2026-03-07T08:13:22Z,HIGH_VIBRATION,medium,9.59,67.16,running,0.89,0.9,7.7,MP-FW-3.2,GW-B1
MP-1218,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-09T13:31:39Z,2026-03-09T13:46:39Z,HIGH_VIBRATION,critical,6.54,75.62,running,0.88,0.7,7.91,MP-FW-3.2,GW-C1
MP-1219,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-02T06:57:24Z,2026-03-02T07:05:24Z,HIGH_VIBRATION,high,11.14,72.37,running,1.0,0.74,1.28,MP-FW-2.9,GW-A1
MP-1220,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-03T09:33:42Z,2026-03-03T09:40:42Z,HIGH_VIBRATION,critical,9.82,58.17,running,0.85,0.86,3.95,MP-FW-3.1,GW-A1
MP-1221,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-10T00:52:16Z,2026-03-10T00:59:16Z,HIGH_VIBRATION,critical,,80.36,running,0.95,0.79,7.19,MP-FW-2.9,GW-A1
MP-1222,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T19:49:22Z,2026-03-01T19:57:22Z,HIGH_VIBRATION,critical,12.1,82.7,running,0.87,0.88,8.64,MP-FW-2.9,GW-B1
MP-1223,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-02T15:20:19Z,2026-03-02T15:21:19Z,HIGH_VIBRATION,critical,13.33,60.47,running,,0.73,6.27,MP-FW-3.1,GW-B1
MP-1224,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-09T10:27:57Z,2026-03-09T10:32:57Z,HIGH_VIBRATION,critical,8.0,80.86,running,0.82,0.74,0.81,MP-FW-2.9,GW-C1
MP-1225,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T19:58:18Z,2026-03-01T20:01:18Z,HIGH_VIBRATION,critical,10.07,75.49,running,0.87,0.73,5.69,MP-FW-3.2,GW-B1
MP-1226,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-02T17:36:36Z,2026-03-02T17:40:36Z,HIGH_VIBRATION,critical,7.99,79.25,running,0.87,0.84,3.95,MP-FW-3.2,GW-C1
MP-1227,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-09T19:33:19Z,2026-03-09T19:36:19Z,HIGH_VIBRATION,high,11.56,72.41,running,0.76,0.72,10.28,MP-FW-2.9,GW-A1
MP-1228,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T14:04:25Z,2026-03-07T14:07:25Z,HIGH_VIBRATION,critical,9.33,76.13,running,0.87,1.0,5.45,MP-FW-2.9,GW-A1
MP-1229,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-06T17:07:00Z,2026-03-06T17:10:00Z,HIGH_VIBRATION,critical,9.58,94.58,running,1.0,0.82,8.52,MP-FW-3.2,GW-B1
MP-1230,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-09T15:55:31Z,2026-03-09T16:01:31Z,HIGH_VIBRATION,medium,11.06,76.96,running,0.93,0.86,1.37,MP-FW-2.9,GW-B1
MP-1231,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-03T23:54:37Z,2026-03-03T23:56:37Z,HIGH_VIBRATION,critical,7.35,70.68,running,0.8,0.93,10.01,MP-FW-3.2,GW-C1
MP-1232,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-01T01:48:32Z,2026-03-01T01:51:32Z,HIGH_VIBRATION,medium,7.79,76.13,running,0.82,0.83,8.34,MP-FW-3.2,GW-C1
MP-1233,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T17:19:10Z,2026-03-08T05:19:10Z,HIGH_VIBRATION,critical,9.42,72.52,running,0.98,0.87,6.04,MP-FW-3.2,GW-A1
MP-1234,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-09T06:47:42Z,2026-03-09T06:51:42Z,HIGH_VIBRATION,high,14.19,72.18,running,0.81,0.77,7.65,MP-FW-3.2,GW-A2
MP-1235,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T21:34:59Z,2026-03-04T23:34:59Z,HIGH_VIBRATION,high,12.15,72.28,running,0.85,0.88,5.58,MP-FW-2.9,GW-A1
MP-1236,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T01:06:32Z,2026-03-07T13:06:32Z,HIGH_VIBRATION,medium,11.77,80.49,running,0.96,0.77,2.79,MP-FW-3.2,GW-C1
MP-1237,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-10T03:42:47Z,2026-03-10T03:44:47Z,HIGH_VIBRATION,critical,7.24,70.12,running,0.88,1.0,9.12,MP-FW-2.9,GW-A1
MP-1238,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T06:24:41Z,2026-03-05T06:29:41Z,HIGH_VIBRATION,medium,8.5,67.56,running,0.85,0.88,4.69,MP-FW-3.1,GW-C1
MP-1239,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-07T08:15:30Z,2026-03-07T08:22:30Z,HIGH_VIBRATION,medium,7.37,81.41,running,0.88,0.93,8.1,MP-FW-3.1,GW-A1
MP-1240,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-05T13:22:50Z,2026-03-05T13:23:50Z,TEMP_SPIKE,high,6.49,88.14,running,0.87,0.81,3.17,MP-FW-3.2,GW-A1
MP-1241,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-09T05:50:24Z,2026-03-09T05:53:24Z,TEMP_SPIKE,high,4.34,91.22,running,0.85,0.71,3.43,MP-FW-3.1,GW-A2
MP-1242,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-08T16:03:02Z,2026-03-08T16:09:02Z,TEMP_SPIKE,high,5.8,96.14,running,,1.0,10.59,MP-FW-2.9,GW-B1
MP-1243,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T08:40:58Z,2026-03-07T08:47:58Z,TEMP_SPIKE,critical,3.42,120.59,running,0.86,0.97,3.53,MP-FW-3.1,GW-B1
MP-1244,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-10T06:02:50Z,2026-03-10T06:08:50Z,TEMP_SPIKE,critical,5.8,114.49,running,0.81,0.92,1.51,MP-FW-3.1,GW-C1
MP-1245,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-03T12:10:43Z,2026-03-03T12:20:43Z,TEMP_SPIKE,critical,5.98,113.19,running,0.97,0.81,10.72,MP-FW-3.2,GW-B1
MP-1246,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-07T12:39:17Z,2026-03-07T12:43:17Z,NORMAL_READING,low,2.67,62.03,idle,0.88,0.92,11.0,MP-FW-3.2,GW-A1
MP-1247,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-07T03:51:02Z,2026-03-07T03:56:02Z,TEMP_SPIKE,high,4.84,99.78,running,1.0,0.72,6.72,MP-FW-3.1,GW-C1
MP-1248,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-07T03:39:02Z,2026-03-07T03:45:02Z,TEMP_SPIKE,high,,88.02,running,0.84,0.85,7.12,MP-FW-3.2,GW-A2
MP-1249,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-03T16:45:17Z,2026-03-03T16:51:17Z,TEMP_SPIKE,high,7.22,94.58,running,0.91,0.94,7.95,MP-FW-3.1,GW-B1
MP-1250,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-07T07:38:27Z,2026-03-07T08:08:27Z,TEMP_SPIKE,high,6.75,106.15,running,0.87,0.73,9.07,MP-FW-3.2,GW-B1
MP-1251,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T11:03:03Z,2026-03-07T11:05:03Z,TEMP_SPIKE,high,6.58,98.09,running,0.89,0.91,3.11,MP-FW-3.1,GW-C1
MP-1252,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-10T20:50:43Z,2026-03-10T20:56:43Z,TEMP_SPIKE,medium,3.75,91.96,running,0.66,0.77,3.44,MP-FW-2.9,GW-A2
MP-1253,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-08T06:55:51Z,2026-03-08T07:10:51Z,TEMP_SPIKE,high,3.86,99.9,running,0.74,0.96,3.27,MP-FW-3.2,GW-B1
MP-1254,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T22:15:28Z,2026-03-06T22:17:28Z,TEMP_SPIKE,high,7.36,106.22,running,0.92,0.89,0.81,MP-FW-3.2,GW-A1
MP-1255,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-08T00:46:09Z,2026-03-08T00:49:09Z,NORMAL_READING,low,3.1,66.21,running,0.84,0.86,11.22,MP-FW-2.9,GW-B1
MP-1256,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-02T12:53:44Z,2026-03-02T12:58:44Z,TEMP_SPIKE,critical,6.76,115.26,running,0.8,0.74,4.86,MP-FW-3.1,GW-B1
MP-1257,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-06T22:54:52Z,2026-03-06T23:02:52Z,TEMP_SPIKE,medium,4.8,101.61,running,1.0,0.85,6.39,MP-FW-3.1,GW-C1
MP-1258,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T23:21:25Z,2026-03-05T23:28:25Z,TEMP_SPIKE,medium,7.16,104.39,running,0.82,0.9,3.27,MP-FW-2.9,GW-B1
MP-1259,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-10T17:03:04Z,2026-03-10T17:04:04Z,NORMAL_READING,low,4.33,66.23,running,0.86,0.98,1.61,MP-FW-3.2,GW-A1
MP-1260,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-02T17:08:00Z,2026-03-02T17:09:00Z,TEMP_SPIKE,high,6.14,102.13,running,0.9,0.73,1.01,MP-FW-3.2,GW-A2
MP-1261,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-10T13:47:16Z,2026-03-10T13:48:16Z,TEMP_SPIKE,medium,7.77,103.11,running,0.88,1.0,4.6,MP-FW-3.2,GW-B1
MP-1262,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-09T06:51:02Z,2026-03-09T06:55:02Z,TEMP_SPIKE,critical,4.59,107.4,running,,0.79,6.81,MP-FW-3.2,GW-A2
MP-1263,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-01T11:28:37Z,2026-03-01T11:30:37Z,TEMP_SPIKE,critical,3.67,109.25,running,0.86,0.87,4.22,MP-FW-3.1,GW-A1
MP-1264,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-03T15:32:20Z,2026-03-03T15:39:20Z,TEMP_SPIKE,critical,6.45,98.21,running,0.91,0.74,3.53,MP-FW-2.9,GW-C1
MP-1265,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-03T02:57:34Z,2026-03-03T03:00:34Z,TEMP_SPIKE,high,5.0,102.03,running,0.95,0.74,0.21,MP-FW-2.9,GW-C1
MP-1266,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-01T05:06:39Z,2026-03-01T05:13:39Z,TEMP_SPIKE,high,5.99,91.63,running,0.86,0.7,4.83,MP-FW-3.2,GW-A1
MP-1267,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-08T11:55:04Z,2026-03-08T12:02:04Z,NORMAL_READING,low,3.52,63.36,running,0.84,0.84,7.05,MP-FW-3.1,GW-A1
MP-1268,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T08:59:41Z,2026-03-03T09:06:41Z,TEMP_SPIKE,high,8.52,91.07,running,0.77,0.87,8.5,MP-FW-3.2,GW-A1
MP-1269,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-06T21:51:06Z,2026-03-06T21:54:06Z,TEMP_SPIKE,medium,5.49,88.7,running,0.92,0.95,7.82,MP-FW-2.9,GW-C1
MP-1270,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-02T21:33:50Z,2026-03-02T21:39:50Z,TEMP_SPIKE,medium,4.0,93.8,running,0.83,0.74,7.36,MP-FW-2.9,GW-B1
MP-1271,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-02-28T21:00:00Z,2026-03-07T09:53:34Z,TEMP_SPIKE,medium,4.37,101.36,running,0.88,0.75,3.61,MP-FW-3.2,GW-A2
MP-1272,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-04T13:59:01Z,2026-03-04T14:01:01Z,TEMP_SPIKE,critical,7.38,95.91,running,0.78,0.83,2.83,MP-FW-3.2,GW-A1
MP-1273,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T11:23:58Z,2026-03-07T11:25:58Z,TEMP_SPIKE,medium,5.55,86.43,running,0.89,0.78,0.83,MP-FW-3.2,GW-B1
MP-1274,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T22:35:26Z,2026-03-06T10:35:26Z,TEMP_SPIKE,medium,6.58,92.86,running,0.82,0.73,5.88,MP-FW-3.1,GW-A2
MP-1275,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-09T07:46:25Z,2026-03-09T08:01:25Z,TEMP_SPIKE,critical,5.18,106.81,running,0.75,0.91,5.87,MP-FW-2.9,GW-A2
MP-1276,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T11:19:35Z,2026-03-06T11:23:35Z,TEMP_SPIKE,medium,3.48,96.66,running,0.92,0.97,1.47,MP-FW-3.2,GW-C1
MP-1277,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-03T04:00:20Z,2026-03-03T04:08:20Z,TEMP_SPIKE,high,5.51,95.26,running,0.8,1.0,1.96,MP-FW-2.9,GW-A1
MP-1278,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-01T14:53:15Z,2026-03-01T14:55:15Z,TEMP_SPIKE,critical,8.69,102.63,running,0.89,0.82,6.37,MP-FW-3.2,GW-C1
MP-1279,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-02T14:35:44Z,2026-03-02T14:36:44Z,TEMP_SPIKE,critical,5.04,102.92,running,0.96,0.77,0.29,MP-FW-3.2,GW-B1
MP-1280,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-08T12:15:23Z,2026-03-08T12:17:23Z,TEMP_SPIKE,medium,8.99,97.44,running,0.85,0.78,11.12,MP-FW-2.9,GW-A1
MP-1281,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-07T00:33:19Z,2026-03-07T00:38:19Z,NORMAL_READING,low,3.39,60.85,idle,0.81,0.95,0.53,MP-FW-2.9,GW-B1
MP-1282,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-04T21:19:57Z,2026-03-04T21:23:57Z,TEMP_SPIKE,high,5.42,93.86,running,0.73,1.0,5.28,MP-FW-3.1,GW-A2
MP-1283,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T14:39:34Z,2026-03-07T14:42:34Z,TEMP_SPIKE,critical,6.79,96.63,running,0.83,0.99,1.99,MP-FW-3.1,GW-A1
MP-1284,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-10T13:14:56Z,2026-03-10T13:19:56Z,NORMAL_READING,low,3.62,49.7,running,0.95,0.82,7.17,MP-FW-2.9,GW-A2
MP-1285,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-03T15:03:43Z,2026-03-03T15:09:43Z,TEMP_SPIKE,medium,4.25,103.08,running,0.79,0.86,4.82,MP-FW-3.1,GW-B1
MP-1286,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T12:46:47Z,2026-03-03T12:54:47Z,TEMP_SPIKE,critical,8.49,107.25,running,1.0,0.93,7.07,MP-FW-3.2,GW-B1
MP-1287,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-09T10:44:36Z,2026-03-09T10:45:36Z,TEMP_SPIKE,critical,4.23,100.73,running,0.92,0.85,4.58,MP-FW-2.9,GW-A1
MP-1288,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-06T00:01:25Z,2026-03-06T00:04:25Z,TEMP_SPIKE,high,5.99,91.13,running,0.91,0.91,6.82,MP-FW-2.9,GW-A2
MP-1289,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-04T16:19:28Z,2026-03-04T16:24:28Z,TEMP_SPIKE,medium,6.72,103.23,running,0.87,0.77,1.23,MP-FW-2.9,GW-C1
MP-1290,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-01T23:17:33Z,2026-03-01T23:24:33Z,TEMP_SPIKE,critical,3.69,115.07,running,0.68,0.82,2.03,MP-FW-3.1,GW-A2
MP-1291,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T14:00:26Z,2026-03-01T14:03:26Z,TEMP_SPIKE,high,,105.56,running,,0.89,5.83,MP-FW-3.1,GW-C1
MP-1292,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-07T16:47:42Z,2026-03-07T16:51:42Z,TEMP_SPIKE,high,3.77,98.91,running,1.0,0.85,7.74,MP-FW-2.9,GW-B1
MP-1293,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-01T23:56:03Z,2026-03-01T23:59:03Z,TEMP_SPIKE,medium,4.93,97.87,running,0.83,0.72,3.85,MP-FW-3.2,GW-A1
MP-1294,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-10T14:16:35Z,2026-03-10T14:20:35Z,TEMP_SPIKE,medium,5.57,99.11,running,0.86,0.76,11.36,MP-FW-3.2,GW-B1
MP-1295,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-10T15:30:20Z,2026-03-10T15:33:20Z,NORMAL_READING,low,4.76,58.34,running,0.77,0.82,5.45,MP-FW-3.1,GW-A2
MP-1296,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T17:13:26Z,2026-03-05T17:18:26Z,TEMP_SPIKE,medium,4.77,102.65,running,0.87,0.83,1.49,MP-FW-3.2,GW-B1
MP-1297,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-07T11:21:39Z,2026-03-07T11:22:39Z,TEMP_SPIKE,medium,6.84,106.67,running,0.96,0.79,3.99,MP-FW-3.2,GW-A1
MP-1298,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-04T09:44:36Z,2026-03-04T09:50:36Z,TEMP_SPIKE,critical,4.91,101.13,running,0.98,0.86,6.24,MP-FW-3.1,GW-C1
MP-1299,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-02T07:54:55Z,2026-03-02T07:58:55Z,TEMP_SPIKE,high,5.41,90.99,running,0.96,0.86,4.43,MP-FW-3.1,GW-A2
MP-1300,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T01:10:32Z,2026-03-06T01:15:32Z,TEMP_SPIKE,medium,6.85,83.6,running,0.92,0.92,7.85,MP-FW-3.1,GW-A2
MP-1301,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-06T05:26:24Z,2026-03-06T05:28:24Z,TEMP_SPIKE,critical,6.32,105.76,running,0.87,0.87,0.45,MP-FW-3.2,GW-A2
MP-1302,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-03T04:34:18Z,2026-03-03T04:36:18Z,TEMP_SPIKE,high,3.1,93.92,running,0.85,0.77,3.8,MP-FW-3.1,GW-B1
MP-1303,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-02T22:46:04Z,2026-03-02T22:47:04Z,TEMP_SPIKE,high,4.7,92.44,running,0.84,0.86,6.9,MP-FW-2.9,GW-C1
MP-1304,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T13:19:21Z,2026-03-04T13:27:21Z,TEMP_SPIKE,medium,5.25,87.3,running,0.67,0.78,3.71,MP-FW-2.9,GW-C1
MP-1305,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-03T13:06:09Z,2026-03-03T13:12:09Z,TEMP_SPIKE,critical,5.72,113.7,running,0.95,1.0,2.13,MP-FW-3.2,GW-A2
MP-1306,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-05T14:46:52Z,2026-03-05T14:53:52Z,TEMP_SPIKE,critical,6.21,102.9,running,0.8,0.7,0.95,MP-FW-3.1,GW-C1
MP-1307,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T22:52:36Z,2026-03-05T23:00:36Z,TEMP_SPIKE,high,4.67,94.78,running,0.86,0.81,3.68,MP-FW-3.2,GW-A1
MP-1308,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-08T19:11:52Z,2026-03-08T19:14:52Z,TEMP_SPIKE,critical,6.01,102.2,running,,0.85,1.89,MP-FW-2.9,GW-B1
MP-1309,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-07T13:48:28Z,2026-03-07T13:54:28Z,NORMAL_READING,low,2.8,72.15,idle,0.82,1.0,9.83,MP-FW-3.1,GW-B1
MP-1310,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T14:30:00Z,2026-03-01T15:00:00Z,TEMP_SPIKE,critical,1.67,101.87,running,0.93,0.89,6.36,MP-FW-2.9,GW-A2
MP-1311,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-03T03:23:35Z,2026-03-03T03:26:35Z,TEMP_SPIKE,high,6.64,,running,0.82,0.88,5.14,MP-FW-3.1,GW-A1
MP-1312,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-10T04:04:26Z,2026-03-10T04:12:26Z,TEMP_SPIKE,critical,4.46,104.14,running,,0.95,8.46,MP-FW-2.9,GW-B1
MP-1313,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-07T05:08:36Z,2026-03-07T05:11:36Z,TEMP_SPIKE,medium,3.53,92.11,running,0.95,0.91,6.04,MP-FW-2.9,GW-A1
MP-1314,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-08T04:12:47Z,2026-03-08T04:27:47Z,TEMP_SPIKE,critical,,112.01,running,0.9,0.76,3.95,MP-FW-3.2,GW-B1
MP-1315,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-01T09:38:44Z,2026-03-01T09:41:44Z,TEMP_SPIKE,critical,5.79,98.33,running,0.85,0.83,5.68,MP-FW-3.1,GW-A1
MP-1316,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-04T03:52:16Z,2026-03-04T03:55:16Z,TEMP_SPIKE,medium,4.84,92.8,running,0.87,1.0,2.24,MP-FW-2.9,GW-A1
MP-1317,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-01T23:02:09Z,2026-03-01T23:06:09Z,TEMP_SPIKE,critical,6.65,106.6,running,0.63,0.85,0.81,MP-FW-3.2,GW-A1
MP-1318,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-06T06:42:25Z,2026-03-06T06:49:25Z,TEMP_SPIKE,high,4.96,105.42,running,,0.72,5.27,MP-FW-2.9,GW-B1
MP-1319,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T18:28:02Z,2026-03-08T18:33:02Z,TEMP_SPIKE,medium,7.78,91.78,running,0.96,0.81,8.94,MP-FW-2.9,GW-A2
MP-1320,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T16:45:49Z,2026-03-07T16:46:49Z,TEMP_SPIKE,medium,,94.87,running,0.95,0.84,2.68,MP-FW-3.2,GW-B1
MP-1321,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-002,LINE-A,2026-03-01T06:28:39Z,2026-03-01T06:30:39Z,TEMP_SPIKE,medium,7.81,98.82,running,0.92,0.8,10.37,MP-FW-2.9,GW-A2
MP-1322,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-08T21:57:11Z,2026-03-08T22:04:11Z,TEMP_SPIKE,high,5.15,104.48,running,0.96,0.89,3.33,MP-FW-3.1,GW-C1
MP-1323,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-01T16:24:16Z,2026-03-01T16:32:16Z,TEMP_SPIKE,high,6.07,98.05,running,0.93,0.83,5.19,MP-FW-3.2,GW-A1
