record_id,provider_name,factory_id,machine_ref,line_id,recorded_at,record_type,inspection_result,maintenance_status,days_since_last_service,technician_note,manual_confidence,reported_by,repair_action,estimated_downtime_min
MLX-828,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/08 09:03:29,calibration,recalibrated,due_soon,34,Calibration variance noted,high,operator_a,calibration_failed,5
MLX-829,MaintaLogix,PLANT_01,MCH-010,C,2026/03/02 21:36:22,calibration,pass,due_soon,32,Calibration variance noted,high,tech_02,calibration_failed,5
MLX-830,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/01 10:44:50,calibration,recalibrated,closed,0,Calibration cycle completed,medium,operator_b,sensor_calibrated,5
MLX-831,MaintaLogix,PLANT_01,,LINE-B,2026/03/09 18:39:50,calibration,recalibrated,closed,24,Calibration variance noted,high,operator_a,,0
MLX-832,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/09 17:23:05,calibration,recalibrated,closed,55,Calibration variance noted,high,operator_a,calibration_failed,0
MLX-833,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/01 09:31:32,calibration,pass,closed,0,Calibration cycle completed,high,operator_a,,15
MLX-834,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/08 00:32:36,calibration,recalibrated,not_due,25,Sensor baseline reset,low,tech_01,threshold_verified,15
MLX-835,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 15:29:58,calibration,recalibrated,closed,0,Calibration variance noted,high,shift_lead,sensor_calibrated,15
MLX-836,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 21:18:04,calibration,pass,due_soon,51,Calibration cycle completed,high,tech_01,,5
MLX-837,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/01 10:53:56,calibration,pass,due_soon,57,Sensor baseline reset,medium,tech_01,,5
MLX-838,MaintaLogix,PLANT_01,MCH-004,B,2026/03/04 18:37:18,calibration,pass,not_due,45,Calibration variance noted,high,shift_lead,,0
MLX-839,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/04 04:28:28,calibration,pass,not_due,5,Calibration cycle completed,high,operator_b,calibration_failed,5
MLX-840,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/03 01:13:05,calibration,pass,not_due,68,Calibration cycle completed,medium,operator_b,,30
MLX-841,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/10 13:04:27,calibration,recalibrated,due_soon,25,Calibration variance noted,high,operator_a,,30
MLX-842,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/09 15:07:18,calibration,failed,not_due,87,Calibration cycle completed,medium,operator_b,calibration_failed,0
MLX-843,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/01 00:53:44,calibration,pass,due_soon,49,Calibration cycle completed,high,tech_02,,30
MLX-844,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/03 20:02:33,calibration,recalibrated,not_due,41,Sensor baseline reset,medium,tech_01,threshold_verified,15
MLX-845,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/01 19:05:23,calibration,pass,closed,49,Calibration variance noted,medium,tech_01,threshold_verified,5
MLX-846,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/04 19:33:39,calibration,pass,not_due,28,Calibration cycle completed,medium,tech_01,calibration_failed,0
MLX-847,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 00:08:43,calibration,pass,due_soon,31,Calibration cycle completed,high,operator_b,,30
MLX-848,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 17:06:51,calibration,recalibrated,not_due,0,Calibration cycle completed,medium,operator_b,sensor_calibrated,0
MLX-849,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/08 22:18:56,calibration,pass,due_soon,26,Calibration variance noted,high,tech_01,calibration_failed,30
MLX-850,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/01 07:50:10,calibration,recalibrated,due_soon,34,Sensor baseline reset,high,tech_01,threshold_verified,5
MLX-851,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/04 14:18:53,calibration,failed,closed,77,Calibration variance noted,high,operator_a,,15
MLX-852,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/01 09:49:21,calibration,pass,not_due,26,Calibration variance noted,low,tech_02,sensor_calibrated,5
MLX-853,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 19:30:58,calibration,pass,closed,13,Calibration variance noted,medium,shift_lead,,30
MLX-854,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/05 20:43:34,calibration,recalibrated,closed,15,Sensor baseline reset,high,operator_b,threshold_verified,5
MLX-855,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/03 13:50:53,calibration,pass,not_due,14,Sensor baseline reset,high,operator_a,sensor_calibrated,5
MLX-856,MaintaLogix,PLANT_01,MCH-005,A,2026/03/04 21:25:57,calibration,pass,not_due,0,Sensor baseline reset,high,shift_lead,threshold_verified,30
MLX-857,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/01 16:37:08,calibration,recalibrated,not_due,0,Calibration cycle completed,low,operator_a,threshold_verified,15
MLX-858,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/09 23:21:16,calibration,pass,due_soon,0,Sensor baseline reset,high,operator_b,threshold_verified,15
MLX-859,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/06 05:06:41,calibration,pass,not_due,109,Sensor baseline reset,high,shift_lead,sensor_calibrated,30
MLX-860,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/09 22:10:55,operator_note,no_issue_reported,unknown,0,Short stoppage reported,medium,shift_lead,,0
MLX-861,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/04 00:14:47,operator_note,requires_attention,open,56,Short stoppage reported,medium,operator_a,,0
MLX-862,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/08 20:16:28,operator_note,operator_observed,not_due,25,Short stoppage reported,low,operator_b,,0
MLX-863,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/06 13:18:26,operator_note,operator_observed,overdue,63,Operator observed temperature warning,low,tech_01,,0
MLX-864,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/06 17:46:31,operator_note,operator_observed,unknown,36,Operator observed temperature warning,low,shift_lead,,0
MLX-865,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/02 07:56:23,operator_note,operator_observed,due_soon,37,Short stoppage reported,medium,tech_02,,5
MLX-866,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 05:49:04,operator_note,no_issue_reported,unknown,13,No abnormality visible,medium,operator_a,,20
MLX-867,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/07 23:00:36,operator_note,no_issue_reported,overdue,7,Noise reported during startup,low,shift_lead,,5
MLX-868,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 22:39:28,operator_note,operator_observed,overdue,80,,low,operator_a,,5
MLX-869,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 16:50:29,operator_note,requires_attention,due_soon,0,Noise reported during startup,low,operator_a,,20
MLX-870,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/05 06:11:31,operator_note,no_issue_reported,overdue,60,No abnormality visible,medium,operator_b,,0
MLX-871,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 20:03:46,operator_note,requires_attention,open,68,No abnormality visible,low,operator_a,,0
MLX-872,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/04 06:01:00,operator_note,requires_attention,due_soon,69,,medium,tech_01,,0
MLX-873,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 03:39:05,operator_note,requires_attention,not_due,23,No abnormality visible,medium,operator_b,,0
MLX-874,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/03 21:03:05,operator_note,operator_observed,due_soon,35,Operator observed temperature warning,low,operator_a,,5
MLX-875,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/09 07:18:14,operator_note,no_issue_reported,open,94,Short stoppage reported,medium,shift_lead,,0
MLX-876,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/03 02:41:31,operator_note,operator_observed,overdue,21,Operator observed temperature warning,low,tech_02,,0
MLX-877,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/04 07:11:37,operator_note,no_issue_reported,not_due,12,Operator observed temperature warning,medium,operator_b,,0
MLX-878,MaintaLogix,PLANT_01,MCH-004,B,2026/03/05 02:25:10,operator_note,operator_observed,not_due,29,,medium,operator_b,,0
MLX-879,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/09 06:32:52,operator_note,requires_attention,due_soon,35,Noise reported during startup,medium,tech_01,,20
MLX-880,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/09 02:17:56,operator_note,requires_attention,not_due,101,Short stoppage reported,medium,operator_a,,0
MLX-881,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/10 06:02:55,operator_note,operator_observed,not_due,26,Operator observed temperature warning,medium,operator_a,,0
MLX-882,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/05 21:22:01,operator_note,no_issue_reported,not_due,26,No abnormality visible,medium,operator_b,,20
MLX-883,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 20:32:52,operator_note,no_issue_reported,overdue,87,Noise reported during startup,low,operator_a,,20
MLX-884,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/08 20:25:48,operator_note,no_issue_reported,not_due,24,Operator observed temperature warning,medium,operator_b,,20
MLX-885,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/10 19:33:53,operator_note,no_issue_reported,unknown,61,,medium,tech_01,,0
MLX-886,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/02 05:31:47,operator_note,requires_attention,overdue,29,,medium,tech_02,,0
MLX-887,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/03 11:02:19,operator_note,operator_observed,not_due,10,Short stoppage reported,low,shift_lead,,5
MLX-888,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/02 22:43:15,operator_note,no_issue_reported,overdue,60,,low,operator_a,,0
MLX-889,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/04 20:12:47,operator_note,no_issue_reported,overdue,4,No abnormality visible,low,tech_02,,0
MLX-890,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/06 21:49:55,operator_note,operator_observed,due_soon,29,Short stoppage reported,low,tech_02,,20
MLX-891,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/07 01:14:01,operator_note,operator_observed,overdue,60,Operator observed temperature warning,medium,shift_lead,,20
MLX-892,MaintaLogix,PLANT_01,MCH-005,A,2026/03/06 10:57:45,operator_note,no_issue_reported,not_due,11,Short stoppage reported,low,shift_lead,,0
MLX-893,MaintaLogix,PLANT_01,MCH-005,A,2026/03/05 13:07:02,operator_note,operator_observed,overdue,20,No abnormality visible,medium,tech_01,,5
MLX-894,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/03 00:40:34,operator_note,operator_observed,overdue,54,Operator observed temperature warning,low,operator_b,,20
MLX-895,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/06 21:00:38,operator_note,operator_observed,unknown,19,Noise reported during startup,medium,tech_02,,5
MLX-896,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 16:44:15,operator_note,no_issue_reported,overdue,0,Operator observed temperature warning,medium,operator_a,,20
MLX-897,MaintaLogix,PLANT_01,MCH-010,,2026/03/05 00:42:43,operator_note,no_issue_reported,unknown,65,Noise reported during startup,medium,tech_02,,0
MLX-898,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 19:44:09,operator_note,operator_observed,unknown,49,,medium,shift_lead,,20
MLX-899,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/05 04:23:42,operator_note,operator_observed,overdue,7,Short stoppage reported,low,operator_b,,0
MLX-900,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/05 02:29:02,operator_note,requires_attention,overdue,60,Noise reported during startup,low,operator_b,,0
MLX-901,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/01 09:15:00,operator_note,requires_attention,unknown,64,Operator observed temperature warning,low,operator_a,,20
MLX-902,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/07 18:10:22,operator_note,no_issue_reported,overdue,31,,medium,operator_b,,20
MLX-903,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/04 21:36:10,operator_note,requires_attention,not_due,31,Noise reported during startup,medium,tech_02,,0
MLX-904,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/06 05:52:37,operator_note,requires_attention,overdue,38,No abnormality visible,medium,operator_a,,0
MLX-905,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/06 20:27:38,operator_note,no_issue_reported,not_due,101,Noise reported during startup,low,shift_lead,,0
MLX-906,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/08 11:09:21,operator_note,no_issue_reported,unknown,51,Noise reported during startup,medium,tech_01,,0
MLX-907,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/10 16:58:18,operator_note,operator_observed,due_soon,20,No abnormality visible,low,operator_b,,5
MLX-908,MaintaLogix,PLANT_01,MCH-002,A,2026/03/07 02:03:51,operator_note,no_issue_reported,overdue,1,Short stoppage reported,medium,operator_b,,20
MLX-909,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/06 08:59:06,operator_note,operator_observed,overdue,60,,medium,tech_01,,0
MLX-910,MaintaLogix,PLANT_01,MCH-008,B,2026/03/06 22:28:50,operator_note,requires_attention,due_soon,52,Noise reported during startup,low,tech_01,,0
MLX-911,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 17:48:32,operator_note,operator_observed,not_due,74,,medium,tech_02,,20
MLX-912,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 06:05:49,operator_note,requires_attention,overdue,40,Operator observed temperature warning,medium,tech_01,,0
MLX-913,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/07 09:00:35,operator_note,operator_observed,due_soon,24,No abnormality visible,low,shift_lead,,0
MLX-914,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/09 14:09:10,operator_note,no_issue_reported,unknown,49,,low,shift_lead,,0
MLX-915,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 10:21:36,operator_note,requires_attention,overdue,52,Short stoppage reported,low,tech_01,,0
MLX-916,MaintaLogix,PLANT_01,MCH-008,B,2026/03/01 00:19:53,operator_note,operator_observed,due_soon,32,Short stoppage reported,low,shift_lead,,0
MLX-917,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/09 13:17:46,operator_note,no_issue_reported,unknown,7,,low,operator_a,,0
MLX-918,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/07 18:09:09,operator_note,requires_attention,unknown,0,Short stoppage reported,medium,operator_a,,5
MLX-919,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/04 01:27:51,operator_note,no_issue_reported,due_soon,70,No abnormality visible,low,shift_lead,,20
MLX-920,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/07 16:00:17,operator_note,no_issue_reported,due_soon,66,,low,operator_b,,5
MLX-921,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/03 13:38:03,operator_note,operator_observed,due_soon,36,Short stoppage reported,low,tech_02,,5
MLX-922,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/09 03:26:48,operator_note,operator_observed,unknown,22,No abnormality visible,medium,operator_b,,0
MLX-923,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/06 10:41:23,operator_note,operator_observed,due_soon,33,No abnormality visible,low,operator_a,,0
MLX-924,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/03 09:19:25,operator_note,requires_attention,unknown,56,,medium,operator_b,,0
MLX-925,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 18:28:33,operator_note,operator_observed,unknown,45,Operator observed temperature warning,low,tech_02,,0
MLX-926,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/09 03:54:30,operator_note,requires_attention,not_due,56,Noise reported during startup,medium,tech_02,,5
MLX-927,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 15:59:12,operator_note,requires_attention,not_due,34,,medium,operator_b,,0
MLX-928,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/08 02:55:59,operator_note,operator_observed,overdue,47,Short stoppage reported,medium,operator_b,,0
MLX-929,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/05 09:18:34,operator_note,operator_observed,unknown,33,No abnormality visible,low,operator_a,,5
MLX-930,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/08 22:15:34,operator_note,operator_observed,unknown,15,,medium,shift_lead,,0
MLX-931,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/08 00:24:13,operator_note,no_issue_reported,due_soon,25,,medium,shift_lead,,0
MLX-932,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/08 17:03:13,operator_note,operator_observed,overdue,61,Noise reported during startup,medium,tech_01,,0
MLX-933,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/09 06:39:01,operator_note,operator_observed,overdue,39,Noise reported during startup,medium,operator_b,,20
MLX-934,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/04 09:16:31,operator_note,no_issue_reported,unknown,36,Noise reported during startup,low,tech_01,,5
MLX-935,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/04 19:27:11,operator_note,no_issue_reported,overdue,65,Short stoppage reported,medium,tech_02,,20
MLX-936,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/05 17:13:14,operator_note,requires_attention,overdue,38,,medium,operator_a,,5
MLX-937,MaintaLogix,PLANT_01,MCH-005,A,2026/03/08 12:54:41,operator_note,no_issue_reported,due_soon,11,Noise reported during startup,low,tech_01,,20
MLX-938,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/09 09:03:51,operator_note,no_issue_reported,open,69,Short stoppage reported,low,tech_02,,20
MLX-939,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/06 17:53:28,operator_note,no_issue_reported,due_soon,68,,low,tech_01,,0
MLX-940,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/04 10:33:35,operator_note,requires_attention,unknown,35,Short stoppage reported,low,operator_b,,0
MLX-941,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/07 23:40:23,operator_note,requires_attention,overdue,10,Noise reported during startup,low,shift_lead,,20
MLX-942,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 02:24:58,operator_note,no_issue_reported,overdue,42,No abnormality visible,medium,operator_a,,0
MLX-943,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/10 00:28:13,operator_note,requires_attention,due_soon,73,,low,shift_lead,,20
MLX-944,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/01 08:11:42,operator_note,no_issue_reported,unknown,79,Short stoppage reported,medium,tech_01,,5
MLX-945,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 13:47:34,operator_note,requires_attention,due_soon,19,Short stoppage reported,medium,shift_lead,,5
MLX-946,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 11:04:25,operator_note,operator_observed,overdue,25,Noise reported during startup,low,operator_a,,0
MLX-947,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/04 09:25:49,operator_note,operator_observed,overdue,95,No abnormality visible,medium,operator_b,,20
MLX-948,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/03 16:12:32,operator_note,no_issue_reported,not_due,34,Noise reported during startup,low,tech_02,,0
MLX-949,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/03 22:52:28,operator_note,no_issue_reported,unknown,58,Short stoppage reported,low,tech_01,,0
MLX-950,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/01 12:05:48,operator_note,operator_observed,unknown,28,No abnormality visible,low,tech_01,,5
MLX-951,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/04 10:39:07,operator_note,no_issue_reported,due_soon,41,Operator observed temperature warning,low,tech_01,,0
MLX-952,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/06 20:47:20,operator_note,no_issue_reported,not_due,17,Noise reported during startup,low,tech_02,,0
MLX-953,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/10 05:21:22,operator_note,no_issue_reported,not_due,29,,medium,shift_lead,,0
MLX-954,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/07 13:56:07,operator_note,operator_observed,unknown,36,No abnormality visible,low,shift_lead,,0
MLX-955,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/05 23:36:05,operator_note,requires_attention,unknown,7,Short stoppage reported,low,shift_lead,,0
MLX-956,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/09 01:05:10,operator_note,requires_attention,overdue,75,Noise reported during startup,low,tech_02,,20
MLX-957,MaintaLogix,PLANT_01,MCH-001,A,2026/03/03 05:10:17,operator_note,requires_attention,overdue,8,Operator observed temperature warning,low,tech_01,,0
MLX-958,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 09:47:13,operator_note,no_issue_reported,not_due,55,Short stoppage reported,medium,operator_b,,20
MLX-959,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/08 20:33:58,operator_note,operator_observed,unknown,43,Operator observed temperature warning,low,operator_b,,0
MLX-960,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/08 15:59:05,operator_note,operator_observed,not_due,75,Noise reported during startup,low,shift_lead,,20
MLX-961,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/03 12:31:12,operator_note,operator_observed,due_soon,56,No abnormality visible,low,tech_01,,5
MLX-962,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/02 17:08:14,operator_note,operator_observed,overdue,0,No abnormality visible,medium,tech_01,,20
MLX-963,MaintaLogix,PLANT_01,MCH-006,C,2026/03/05 14:28:55,operator_note,requires_attention,not_due,13,No abnormality visible,low,operator_b,,5
MLX-964,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/02 09:26:25,operator_note,no_issue_reported,not_due,23,,medium,tech_01,,0
MLX-965,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/10 03:39:49,operator_note,requires_attention,due_soon,69,No abnormality visible,low,operator_b,,20
MLX-966,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/08 17:42:51,operator_note,requires_attention,overdue,14,,low,shift_lead,,0
MLX-967,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/10 11:29:22,operator_note,requires_attention,not_due,41,Short stoppage reported,low,operator_a,,5
MLX-968,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/06 04:03:59,operator_note,requires_attention,unknown,30,Short stoppage reported,low,shift_lead,,0
MLX-969,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/03 05:18:02,operator_note,operator_observed,unknown,59,No abnormality visible,medium,operator_b,,20
MLX-970,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/04 15:25:37,operator_note,operator_observed,due_soon,55,Short stoppage reported,medium,operator_b,,0
MLX-971,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/03 03:47:19,operator_note,requires_attention,due_soon,10,No abnormality visible,medium,tech_01,,20
MLX-972,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/05 04:55:24,operator_note,operator_observed,unknown,30,Short stoppage reported,medium,tech_02,,5
MLX-973,MaintaLogix,PLANT_01,MCH-003,B,2026/03/03 07:27:21,operator_note,operator_observed,overdue,38,Short stoppage reported,medium,shift_lead,,0
MLX-974,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/01 17:04:28,operator_note,operator_observed,not_due,41,No abnormality visible,low,tech_01,,0
MLX-975,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 08:30:32,operator_note,no_issue_reported,open,59,Short stoppage reported,low,shift_lead,,0
MLX-976,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/02 16:06:58,operator_note,requires_attention,overdue,18,No abnormality visible,low,shift_lead,,0
MLX-977,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/06 12:34:32,operator_note,operator_observed,overdue,36,Operator observed temperature warning,medium,tech_01,,20
MLX-978,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/02 02:23:59,operator_note,operator_observed,unknown,17,,low,tech_01,,0
MLX-979,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 03:33:43,operator_note,requires_attention,unknown,85,Operator observed temperature warning,medium,tech_02,,5
MLX-847,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 00:08:43,calibration,pass,due_soon,31,Calibration cycle completed,high,operator_b,,30
MLX-670,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/07 01:11:30,maintenance,requires_attention,open,57,Work order updated,high,tech_02,belt_adjustment,20
MLX-685,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/10 14:00:13,maintenance,pass,closed,14,Issue observed by shift technician,high,operator_b,belt_adjustment,90
MLX-758,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/06 10:32:08,calibration,pass,not_due,35,Calibration cycle completed,medium,operator_b,sensor_calibrated,15
MLX-742,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/06 00:22:18,calibration,failed,closed,37,Calibration variance noted,high,shift_lead,,15
MLX-731,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/05 04:12:02,maintenance,not_inspected,overdue,15,Work order updated,low,operator_a,belt_adjustment,120
MLX-644,MaintaLogix,PLANT_01,MCH-008,B,2026/03/01 02:53:26,maintenance,pass,open,68,Work order updated,low,operator_b,sensor_replaced,90
MLX-897,MaintaLogix,PLANT_01,MCH-010,,2026/03/05 00:42:43,operator_note,no_issue_reported,unknown,65,Noise reported during startup,medium,tech_02,,0
MLX-945,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 13:47:34,operator_note,requires_attention,due_soon,19,Short stoppage reported,medium,shift_lead,,5
MLX-677,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 13:33:23,maintenance,requires_attention,due_soon,84,Work order updated,high,operator_b,bearing_lubricated,45
MLX-943,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/10 00:28:13,operator_note,requires_attention,due_soon,73,,low,shift_lead,,20
MLX-565,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/04 06:02:54,inspection,pass,due_soon,35,Routine inspection completed,medium,tech_01,,30
MLX-CONFLICT-1,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/05 10:45:00,inspection,pass,not_due,12,Manual inspection pass despite high power alerts,high,tech_02,,0
